   7.7500000e+01   5.0000000e+00   6.1541353e+01   4.0515321e+01   6.2685403e+01
   8.0000000e+01   3.0000000e+00   6.0985545e+01   6.0983385e+01   6.0985545e+01
   8.2500000e+01   2.4000000e+01   5.8294029e+01   4.6263441e+01   6.6898611e+01
   8.5000000e+01   4.0000000e+00   5.5002791e+01   4.4505095e+01   6.9516274e+01
   8.7500000e+01   0.0000000e+00             NaN             NaN             NaN
   9.0000000e+01   5.0000000e+00   5.5943661e+01   4.2201926e+01   6.2071201e+01
   9.2500000e+01   4.0000000e+00   3.7843033e+01   2.7039072e+01   5.3671617e+01
   9.5000000e+01   6.0000000e+00   5.7118122e+01   5.5986709e+01   1.2154756e+02
   9.7500000e+01   5.0000000e+00   5.3243026e+01   4.5247123e+01   5.9134117e+01
   1.0000000e+02   3.0000000e+00   5.9543172e+01   5.0806225e+01   5.9543172e+01
   1.0250000e+02   4.0000000e+00   5.3810694e+01   3.3163579e+01   6.1733945e+01
   1.0500000e+02   4.0000000e+00   4.5572934e+01   3.5506689e+01   5.1492982e+01
   1.0750000e+02   5.0000000e+00   4.8755501e+01   4.1438588e+01   6.3194154e+01
   1.1000000e+02   4.0000000e+00   5.2253375e+01   1.0714882e+00   5.8003391e+01
   1.1250000e+02   2.0000000e+00   5.4839387e+01   5.4839387e+01   5.5071797e+01
   1.1500000e+02   4.0000000e+00   4.4852812e+01   4.3673391e+01   4.9845303e+01
   1.1750000e+02   4.0000000e+01   4.7785665e+01   4.6765652e+01   4.9816317e+01
   1.2000000e+02   1.3000000e+01   4.8800994e+01   4.3717205e+01   4.8802553e+01
   1.2250000e+02   9.0000000e+00   4.5575527e+01   4.2460334e+01   4.7654260e+01
   1.2500000e+02   2.0000000e+00   4.6764922e+01   4.6764922e+01   4.9792934e+01
   1.2750000e+02   0.0000000e+00             NaN             NaN             NaN
   1.3000000e+02   5.0000000e+00   3.0710470e+01   2.8595987e+01   4.7064915e+01
   1.3250000e+02   6.0000000e+00   5.5410757e+01   5.2467232e+01   8.7098007e+01
   1.3500000e+02   8.0000000e+00   4.9772424e+01   4.6300637e+01   5.1485425e+01
   1.3750000e+02   2.0000000e+00   4.3161021e+01   4.3161021e+01   4.6720148e+01
   1.4000000e+02   1.0000000e+00   5.2462865e+01   5.2462865e+01   5.2462865e+01
   1.4250000e+02   1.0000000e+00   4.8593815e+01   4.8593815e+01   4.8593815e+01
   1.4500000e+02   0.0000000e+00             NaN             NaN             NaN
   1.4750000e+02   5.2000000e+01   5.2568472e+01   4.8611551e+01   5.5657471e+01
   1.5000000e+02   1.4000000e+01   5.2801490e+01   4.9641428e+01   5.8984153e+01
   1.5250000e+02   0.0000000e+00             NaN             NaN             NaN
   1.5500000e+02   2.0000000e+00   4.3232278e+01   4.3232278e+01   6.9017549e+01
   1.5750000e+02   2.3000000e+01   5.3557807e+01   4.5879556e+01   7.0304744e+01
   1.6000000e+02   2.6000000e+01   4.8707899e+01   4.3412382e+01   5.6069261e+01
   1.6250000e+02   1.0000000e+00   5.4414738e+01   5.4414738e+01   5.4414738e+01
   1.6500000e+02   1.2000000e+01   5.1877044e+01   4.9711452e+01   5.2933439e+01
   1.6750000e+02   1.0000000e+00   4.8545651e+01   4.8545651e+01   4.8545651e+01
   1.7000000e+02   2.0000000e+00   5.2256382e+01   5.2256382e+01   5.4280598e+01
   1.7250000e+02   0.0000000e+00             NaN             NaN             NaN
   1.7500000e+02   1.0000000e+00   4.0113623e+01   4.0113623e+01   4.0113623e+01
   1.7750000e+02   0.0000000e+00             NaN             NaN             NaN
   1.8000000e+02   0.0000000e+00             NaN             NaN             NaN
   1.8250000e+02   0.0000000e+00             NaN             NaN             NaN
   1.8500000e+02   0.0000000e+00             NaN             NaN             NaN
   1.8750000e+02   0.0000000e+00             NaN             NaN             NaN
   1.9000000e+02   0.0000000e+00             NaN             NaN             NaN
   1.9250000e+02   0.0000000e+00             NaN             NaN             NaN
   1.9500000e+02   0.0000000e+00             NaN             NaN             NaN
   1.9750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.0000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.0250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.0500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.0750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.1000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.1250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.1500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.1750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.2000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.2250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.2500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.2750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.3000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.3250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.3500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.3750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.4000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.4250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.4500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.4750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.5000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.5250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.5500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.5750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.6000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.6250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.6500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.6750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.7000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.7250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.7500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.7750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.8000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.8250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.8500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.8750000e+02   0.0000000e+00             NaN             NaN             NaN
   2.9000000e+02   0.0000000e+00             NaN             NaN             NaN
   2.9250000e+02   0.0000000e+00             NaN             NaN             NaN
   2.9500000e+02   0.0000000e+00             NaN             NaN             NaN
   2.9750000e+02   0.0000000e+00             NaN             NaN             NaN
   3.0000000e+02   0.0000000e+00             NaN             NaN             NaN
